date;dona_francisca;emborcacao;ita;nova_avanhandava;nova_ponte;santa_cecilia;serra_da_mesa;teles_pires;tres_marias
2005-05-01;227.54;46.08;190.33;123.01;60.45;129.97;25.94;22.78;60.57
2005-06-01;227.4;6.9;175.28;33.99;9.0;28.87;2.32;4.83;13.52
2005-07-01;68.51;2.85;90.51;42.99;4.03;49.51;0.0;0.76;13.64
2005-08-01;114.08;5.58;150.78;21.96;5.58;16.23;10.44;5.1;7.49
2005-09-01;168.3;53.99;199.04;109.44;61.8;120.0;51.72;74.83;70.69
2005-10-01;298.22;45.08;307.47;147.81;57.97;123.94;57.34;163.98;72.91
2005-11-01;94.2;324.82;95.92;135.69;321.3;128.07;233.94;223.8;277.44
2005-12-01;117.49;349.05;64.86;203.18;353.09;201.23;377.21;373.44;306.52
2006-01-01;133.92;162.14;148.28;230.24;185.07;217.99;145.72;286.85;160.24
2006-02-01;71.12;134.68;106.14;242.71;142.24;197.46;195.96;306.23;167.86
2006-03-01;117.18;270.41;133.85;212.21;253.58;195.15;303.39;334.41;237.03
2006-04-01;75.0;94.53;45.29;46.1;91.2;49.02;150.23;272.7;70.93
2006-05-01;53.63;17.66;55.95;26.11;19.53;32.26;21.23;39.56;24.05
2006-06-01;103.5;4.48;90.99;20.81;6.0;21.81;1.54;0.81;8.42
2006-07-01;101.06;2.96;97.05;31.73;4.34;55.4;0.17;8.06;8.08
2006-08-01;101.06;12.51;109.79;25.99;12.71;29.63;12.55;10.84;15.62
2006-09-01;142.2;54.66;126.87;83.27;63.9;83.58;61.65;101.15;68.54
2006-10-01;187.86;219.09;91.56;134.02;213.28;112.8;284.97;221.66;190.43
2006-11-01;207.6;242.6;188.07;172.03;238.5;201.79;212.74;212.24;261.04
2006-12-01;139.5;381.07;146.67;236.77;407.65;223.68;226.43;340.82;356.44
2007-01-01;180.42;296.23;196.06;331.65;341.31;247.95;233.78;270.45;328.97
2007-02-01;152.32;264.13;174.13;186.39;239.68;146.01;309.43;509.55;183.46
2007-03-01;144.77;45.83;153.73;114.56;57.35;118.13;68.94;216.77;66.0
2007-04-01;180.0;70.05;136.66;80.38;69.0;95.54;65.1;78.06;62.04
2007-05-01;189.72;8.53;226.27;77.38;9.61;56.12;7.56;21.74;17.26
2007-06-01;87.6;0.71;79.13;14.27;0.9;25.59;0.32;10.38;1.99
2007-07-01;109.74;8.25;208.22;106.42;12.09;89.58;3.2;33.06;15.99
2007-08-01;87.73;0.0;100.03;7.16;0.0;8.79;0.0;2.57;0.27
2007-09-01;229.2;7.0;171.28;15.87;9.0;21.81;7.32;12.17;4.85
2007-10-01;206.77;14.89;168.87;80.11;19.22;115.06;38.42;150.54;52.63
2007-11-01;126.9;145.29;147.97;146.97;157.2;169.28;184.34;266.07;140.39
2007-12-01;140.74;193.44;154.21;164.06;205.84;173.45;185.94;240.31;185.85
2008-01-01;106.02;268.23;145.02;298.65;298.84;322.43;256.96;452.72;262.37
2008-02-01;119.19;222.52;125.36;194.82;247.66;228.31;269.01;424.5;222.44
2008-03-01;89.9;216.02;109.74;175.98;233.74;222.86;246.08;276.16;211.27
2008-04-01;207.3;117.83;190.96;120.54;116.4;133.36;179.34;197.7;111.02
2008-05-01;92.69;8.86;95.4;57.48;12.4;61.48;11.27;20.28;14.39
2008-06-01;175.2;8.6;166.48;48.87;12.6;60.03;0.84;4.25;13.76
2008-07-01;75.33;0.0;62.66;4.2;0.0;2.61;0.0;1.65;0.16
2008-08-01;110.67;4.65;124.99;70.51;6.82;79.17;1.86;2.16;16.3
2008-09-01;107.4;49.41;159.9;41.7;57.6;55.91;37.39;31.53;57.0
2008-10-01;326.12;13.69;300.73;121.64;18.91;140.32;54.47;162.07;50.45
2008-11-01;63.9;170.5;111.54;117.68;146.4;210.51;219.8;290.29;170.05
2008-12-01;42.78;357.84;99.72;213.3;390.91;195.18;299.76;250.85;367.96
2009-01-01;137.02;238.71;180.02;270.36;267.84;291.82;190.55;202.49;262.49
2009-02-01;152.04;160.79;121.7;218.07;177.24;215.76;183.09;286.98;183.48
2009-03-01;74.71;186.78;81.52;174.55;221.03;156.93;164.36;256.38;195.81
2009-04-01;11.7;120.12;17.58;78.0;98.4;78.81;233.41;168.55;80.39
2009-05-01;150.04;38.36;150.19;51.79;47.12;47.22;48.85;64.42;32.84
2009-06-01;84.6;22.09;73.88;48.36;27.9;48.17;18.18;28.09;25.75
2009-07-01;111.6;0.0;179.29;119.03;0.0;121.34;0.76;2.98;7.94
2009-08-01;181.97;35.12;200.21;110.82;36.89;100.12;29.78;48.73;31.69
2009-09-01;328.8;54.91;415.77;177.94;61.2;155.0;68.92;89.6;76.75
2009-10-01;133.3;154.97;149.54;139.49;148.18;158.33;199.84;160.19;197.72
2009-11-01;421.2;143.96;222.51;197.24;155.1;258.38;182.53;257.82;145.69
2009-12-01;208.94;325.1;152.82;335.88;329.53;362.16;329.47;339.2;344.25
2010-01-01;288.61;115.36;243.68;352.71;138.88;376.81;139.77;352.28;149.91
2010-02-01;155.68;109.76;185.85;171.35;134.12;154.79;122.78;258.02;100.14
2010-03-01;79.36;213.91;145.38;179.63;226.61;240.87;201.23;247.6;215.09
2010-04-01;152.4;88.39;198.92;118.74;80.1;143.61;132.51;65.49;72.48
2010-05-01;137.02;30.6;169.41;41.89;32.86;48.61;12.97;16.78;32.41
2010-06-01;108.9;5.81;114.25;28.08;8.1;25.43;4.4;5.09;5.89
2010-07-01;187.86;0.0;148.74;44.83;0.0;63.34;1.05;3.17;5.07
2010-08-01;50.53;0.0;58.87;7.34;0.0;7.81;1.2;2.78;0.27
2010-09-01;230.7;35.06;150.16;87.09;48.3;80.85;11.36;1.04;42.21
2010-10-01;90.52;115.21;123.48;101.63;121.21;85.25;127.58;155.53;119.08
2010-11-01;38.4;241.06;84.61;100.67;238.2;151.87;238.26;254.8;235.81
2010-12-01;187.24;307.97;182.93;225.5;314.96;326.46;298.38;281.68;310.89
2011-01-01;135.47;233.4;177.88;344.16;241.18;323.11;259.91;383.54;223.57
2011-02-01;184.52;100.5;234.87;232.39;107.52;217.27;177.44;402.15;108.31
2011-03-01;134.85;385.03;183.44;242.85;401.76;210.18;307.95;296.34;338.7
2011-04-01;150.6;78.56;113.67;112.16;83.7;125.62;65.6;156.45;82.68
2011-05-01;69.44;3.27;85.56;18.22;2.48;30.36;7.74;32.92;6.43
2011-06-01;176.4;10.09;168.35;60.34;13.8;57.1;9.98;18.93;15.59
2011-07-01;186.62;0.0;241.83;12.41;0.0;0.0;0.74;0.83;0.22
2011-08-01;155.0;0.0;274.58;49.09;0.0;39.34;1.72;14.76;3.57
2011-09-01;115.2;5.03;136.37;11.74;5.7;5.94;8.98;46.65;2.87
2011-10-01;165.85;126.81;149.72;160.28;129.27;149.66;195.63;243.26;138.15
2011-11-01;52.2;159.76;67.54;126.34;153.0;115.97;230.73;268.33;173.94
2011-12-01;36.89;381.08;116.4;191.61;416.02;186.18;263.29;289.04;384.29
2012-01-01;79.36;284.19;180.99;271.7;319.92;265.68;319.48;407.56;312.05
2012-02-01;135.43;83.88;147.71;117.94;96.86;89.34;195.23;267.81;72.35
2012-03-01;62.31;139.77;87.14;117.93;159.65;170.23;161.54;194.54;146.8
2012-04-01;109.5;45.65;116.11;129.65;50.7;124.54;81.86;151.9;55.79
2012-05-01;63.55;32.12;59.88;72.96;39.99;64.63;37.52;54.02;48.03
2012-06-01;82.5;37.86;152.39;189.87;51.0;166.76;14.3;32.37;52.49
2012-07-01;119.04;0.0;167.45;58.03;0.0;70.15;0.93;1.01;5.45
2012-08-01;41.85;0.0;30.05;1.29;0.0;1.86;2.15;2.87;1.91
2012-09-01;145.8;24.56;153.84;57.07;29.7;48.45;34.79;62.91;26.94
2012-10-01;279.31;31.65;176.19;79.32;32.24;79.98;72.42;141.18;38.96
2012-11-01;54.3;260.26;43.36;125.57;241.5;110.15;246.76;296.35;221.44
2012-12-01;386.88;101.7;237.81;254.09;118.73;250.34;129.94;237.44;120.17
2013-01-01;142.91;284.62;130.32;197.69;277.14;262.06;307.84;316.53;290.18
2013-02-01;136.64;82.41;193.26;222.57;76.72;223.55;124.13;351.77;85.47
2013-03-01;212.97;224.25;191.25;183.46;234.98;202.25;199.0;378.78;207.61
2013-04-01;168.9;104.55;95.23;86.84;103.5;96.1;89.11;198.03;85.38
2013-05-01;110.98;25.59;88.12;97.18;31.0;59.12;26.08;40.64;40.33
2013-06-01;96.6;11.25;193.64;111.75;12.3;99.06;13.37;25.5;19.7
2013-07-01;89.59;0.0;97.46;52.39;0.0;77.78;0.89;1.33;10.72
2013-08-01;201.81;0.63;275.53;9.62;0.93;11.42;3.06;3.96;1.93
2013-09-01;125.4;51.24;197.67;65.31;56.1;51.35;44.12;50.43;51.76
2013-10-01;160.89;79.04;151.14;104.29;87.11;85.44;115.6;202.55;87.93
2013-11-01;175.8;163.91;139.03;151.18;170.1;155.66;225.82;299.81;168.76
2013-12-01;110.98;283.57;114.8;133.78;277.76;113.51;318.56;292.58;313.23
2014-01-01;181.35;100.1;184.68;84.17;111.91;80.01;158.94;251.94;84.35
2014-02-01;125.44;79.81;188.19;112.12;70.56;69.41;182.77;336.72;58.75
2014-03-01;205.22;145.7;190.92;158.35;131.13;132.59;275.86;343.57;111.03
2014-04-01;151.2;102.69;140.22;85.62;106.5;91.82;151.35;141.56;94.17
2014-05-01;224.13;6.92;156.78;41.42;6.82;44.65;9.6;59.06;12.02
2014-06-01;301.8;2.44;323.86;23.47;1.2;28.6;2.5;8.79;5.06
2014-07-01;159.96;35.8;89.69;36.95;51.15;40.57;7.07;10.27;42.16
2014-08-01;72.23;0.0;99.12;22.96;0.0;35.58;2.44;8.1;5.07
2014-09-01;314.7;12.0;252.03;81.46;14.1;54.96;41.74;77.79;16.98
2014-10-01;184.14;53.0;120.67;35.02;57.04;35.61;86.69;141.55;57.82
2014-11-01;100.5;256.92;123.29;171.32;283.5;128.95;228.79;243.1;227.24
2014-12-01;285.2;220.36;195.53;231.61;208.94;167.84;289.92;307.15;183.59
2015-01-01;243.97;89.44;213.03;130.6;105.09;111.08;81.8;212.67;87.4
2015-02-01;117.88;235.66;162.35;190.86;256.2;174.23;222.81;273.03;226.01
2015-03-01;116.56;229.46;108.66;210.5;251.41;189.95;252.2;276.96;221.55
2015-04-01;159.3;69.94;98.81;56.63;54.6;64.63;188.32;159.44;55.39
2015-05-01;186.0;58.18;131.71;83.58;72.85;63.01;54.94;100.4;61.67
2015-06-01;206.4;16.04;165.98;24.87;22.8;30.07;0.56;6.29;16.11
2015-07-01;221.34;0.0;299.85;68.26;0.0;40.79;0.66;20.93;3.48
2015-08-01;72.85;0.0;62.59;18.64;0.0;26.21;4.28;12.9;4.94
2015-09-01;163.5;52.53;250.55;149.19;67.2;135.05;48.24;35.14;71.58
2015-10-01;245.21;44.14;286.84;100.71;52.7;62.23;72.31;95.45;55.19
2015-11-01;237.3;170.36;207.61;227.02;171.6;213.49;183.62;192.57;188.63
2015-12-01;438.34;149.18;250.48;213.23;181.66;173.73;128.78;162.55;185.76
2016-01-01;140.74;397.89;166.01;252.05;380.37;203.97;398.44;413.42;360.62
2016-02-01;145.0;106.88;170.53;192.06;119.77;177.78;115.77;156.67;123.4
2016-03-01;226.3;153.84;215.22;175.2;159.65;181.17;153.19;338.01;148.22
2016-04-01;180.6;9.21;151.65;33.76;3.3;29.25;0.94;110.7;16.94
2016-05-01;85.25;5.44;105.59;96.37;6.82;68.54;8.77;13.79;16.22
2016-06-01;8.1;16.12;38.06;119.37;22.5;129.57;2.24;15.7;38.54
2016-07-01;107.88;0.0;126.9;13.66;0.0;9.03;0.89;0.93;0.22
2016-08-01;130.2;7.01;153.3;54.89;8.68;43.92;12.2;42.52;15.0
2016-09-01;58.2;21.45;71.15;26.88;20.4;31.6;42.0;102.4;21.32
2016-10-01;318.99;82.53;232.22;111.58;81.84;88.71;109.35;140.83;82.48
2016-11-01;133.8;196.84;81.84;130.9;189.6;162.91;205.21;266.0;212.76
2016-12-01;147.56;179.78;175.61;156.66;212.66;131.78;150.15;334.95;185.64
2017-01-01;210.49;117.84;182.22;268.44;124.93;218.45;157.77;303.84;122.98
2017-02-01;193.2;174.58;135.54;109.43;168.0;72.63;235.45;373.52;139.73
2017-03-01;192.82;114.21;144.11;133.19;108.5;140.33;190.49;251.47;103.54
2017-04-01;275.4;19.5;135.01;102.78;19.5;93.53;94.89;202.78;36.47
2017-05-01;353.09;54.03;279.65;134.74;62.0;99.81;29.31;38.47;63.27
2017-06-01;146.1;4.59;154.74;53.82;6.3;67.85;0.42;8.18;10.1
2017-07-01;0.31;0.0;0.0;4.59;0.0;10.94;1.18;0.59;0.55
2017-08-01;184.45;0.0;124.63;42.08;0.0;46.18;1.28;13.96;3.53
2017-09-01;112.5;21.87;103.39;26.45;27.3;24.39;14.86;23.18;24.35
2017-10-01;264.43;53.75;225.78;104.5;58.28;62.53;48.82;117.4;73.84
2017-11-01;143.7;210.1;155.78;163.83;218.1;122.41;228.35;267.25;187.87
2017-12-01;88.35;216.62;145.42;138.07;225.68;101.21;233.18;325.27;207.96
2018-01-01;211.73;194.61;211.53;191.08;209.87;172.96;158.97;285.78;184.22
2018-02-01;89.04;193.07;87.78;103.74;175.56;107.06;228.18;386.79;196.93
2018-03-01;160.89;132.25;175.56;151.85;121.52;146.77;166.96;380.24;147.12
2018-04-01;73.5;69.75;49.2;37.88;62.7;64.74;118.4;196.44;57.44
2018-05-01;102.3;15.44;82.63;21.1;18.29;24.98;13.85;33.95;18.16
2018-06-01;145.2;0.19;158.46;20.76;0.0;34.11;0.84;9.1;6.33
2018-07-01;99.51;0.0;110.75;9.52;0.0;21.48;0.17;1.27;0.73
2018-08-01;151.59;15.31;132.97;57.83;17.67;59.9;13.19;35.36;31.72
2018-09-01;181.8;44.9;156.88;69.44;54.9;67.68;38.39;85.36;51.6
2018-10-01;194.06;124.15;219.16;199.56;139.5;204.84;152.8;167.27;140.81
2018-11-01;226.2;321.04;147.71;141.98;348.0;143.18;244.67;263.7;261.07
2018-12-01;163.37;216.59;119.25;107.15;226.92;96.54;187.52;246.55;214.63
2019-01-01;230.33;50.9;156.14;128.15;60.45;139.0;78.41;232.33;56.33
2019-02-01;173.32;264.99;183.96;205.55;297.08;209.54;208.19;364.44;254.01
2019-03-01;195.61;176.84;129.37;166.86;165.23;174.59;222.91;345.95;148.94
2019-04-01;154.5;89.95;150.53;120.16;75.0;142.98;142.42;240.74;93.26
2019-05-01;320.54;41.09;248.3;45.9;40.3;60.08;35.78;47.14;40.88
2019-06-01;58.2;0.19;83.05;24.68;0.0;33.32;0.98;9.04;4.55
2019-07-01;152.21;0.0;64.76;47.97;0.0;66.81;0.6;1.43;2.77
2019-08-01;99.82;2.33;63.59;18.78;3.41;35.18;2.73;8.36;8.85
2019-09-01;78.0;28.93;79.77;56.5;37.5;57.88;20.16;22.65;38.85
2019-10-01;384.4;57.9;245.47;60.89;73.16;47.5;79.14;187.49;69.98
2019-11-01;162.0;169.03;126.0;120.55;171.6;127.42;137.64;231.9;180.75
2019-12-01;88.66;177.89;81.02;151.91;199.64;131.81;183.38;235.27;197.99
2020-01-01;221.65;328.06;178.1;212.07;350.3;166.59;315.97;182.43;358.29
2020-02-01;78.59;328.83;113.66;267.84;376.71;294.12;238.43;323.35;348.06
2020-03-01;18.29;226.71;28.74;73.69;195.61;89.55;195.22;285.21;188.17
2020-04-01;31.2;70.0;35.57;30.6;27.9;28.05;117.27;93.83;31.46
2020-05-01;210.18;41.25;123.09;22.03;43.71;39.46;25.52;49.22;40.02
2020-06-01;245.4;0.19;177.46;60.75;0.0;69.94;0.7;3.12;4.25
2020-07-01;221.34;0.0;233.89;8.86;0.0;21.08;1.03;0.84;1.49
2020-08-01;99.82;0.0;113.38;34.56;0.0;44.99;2.73;5.34;6.18
2020-09-01;104.4;7.46;99.78;10.57;6.6;47.01;14.68;20.45;11.7
2020-10-01;102.92;103.39;73.5;77.58;98.27;69.29;117.61;143.14;103.67
2020-11-01;97.2;142.68;96.59;92.38;136.2;99.25;164.4;155.58;139.75
2020-12-01;133.3;222.2;132.78;221.59;243.66;270.5;165.97;327.28;252.28
2021-01-01;201.81;147.34;265.69;137.13;167.71;137.11;162.65;265.49;180.48
2021-02-01;66.64;272.06;67.22;157.94;266.28;255.78;327.93;373.86;280.17
2021-03-01;154.38;91.7;174.85;113.54;105.09;117.84;159.59;300.37;105.7
