date;agua_vermelha;belo_monte;dona_francisca;emborcacao;furnas;ita;itaipu;itumbiara;lageado;nova_avanhandava;nova_ponte;porto_primavera;rosana;salto_caxias;santa_cecilia;santo_antonio;sao_luiz_do_tapajos;sao_simao;serra_da_mesa;sobradinho;teles_pires;tres_marias;tucurui;xingo
1983-06-01;36.66;22.29;134.38;10.42;68.02;182.05;189.46;7.47;2.97;96.39;21.01;206.74;25.85;217.2;101.0;27.62;24.22;10.11;4.16;3.07;9.67;18.27;7.47;13.6
1983-07-01;38.25;11.81;428.99;19.47;40.98;609.26;112.2;16.81;3.16;34.47;34.89;62.0;29.39;493.42;53.05;26.59;9.91;18.04;8.94;4.4;4.35;22.59;6.32;11.88
1983-08-01;6.57;28.42;179.77;4.68;10.89;159.11;9.18;4.38;3.29;11.03;8.35;9.06;5.63;33.44;20.23;17.08;21.6;5.11;3.48;2.3;4.92;6.88;11.0;7.52
1983-09-01;161.31;67.58;111.17;55.23;244.2;162.05;235.85;65.7;21.99;192.66;121.85;212.83;100.33;248.5;228.42;59.88;72.11;76.4;46.59;11.87;72.0;87.56;50.49;4.17
1983-10-01;212.19;205.75;203.96;185.96;177.94;133.19;202.96;162.29;124.28;146.83;215.5;136.1;153.99;188.75;149.07;95.21;190.29;160.35;144.17;84.29;241.83;194.61;164.52;6.22
1983-11-01;167.88;168.99;84.9;259.79;194.64;142.25;155.06;241.22;226.33;148.05;249.34;126.52;169.47;149.74;164.6;177.32;205.8;200.14;239.94;229.78;217.27;269.9;218.26;28.85
1983-12-01;318.14;279.56;101.28;331.7;391.86;145.83;126.67;322.46;308.53;257.34;337.36;166.7;215.3;156.62;294.53;206.92;269.66;315.32;336.33;212.67;294.01;335.54;313.57;27.81
1984-01-01;188.42;278.72;318.5;126.84;168.86;198.85;176.27;144.04;168.61;188.33;174.48;156.01;222.27;178.66;196.05;316.33;301.7;203.83;156.57;88.6;233.77;132.61;194.49;35.75
1984-02-01;105.75;334.15;120.66;98.8;79.71;160.12;105.42;118.87;166.7;86.39;118.31;92.55;140.81;120.99;59.03;242.28;276.76;151.24;168.54;68.73;302.43;71.66;215.55;25.44
1984-03-01;111.29;321.37;90.92;149.28;116.11;131.26;175.94;161.25;222.4;112.42;130.1;133.67;189.72;185.61;144.92;245.25;307.45;173.96;211.07;147.08;276.41;144.99;295.03;160.37
1984-04-01;86.35;289.7;198.22;110.06;66.66;109.52;112.12;112.08;154.51;73.27;68.12;83.73;96.49;112.81;92.47;145.59;268.58;134.31;116.89;86.32;221.52;69.38;220.92;181.0
1984-05-01;47.66;113.97;289.91;20.1;44.1;121.29;64.92;21.57;14.09;45.66;31.71;59.63;39.73;73.69;63.62;59.21;110.08;30.2;13.75;6.99;74.99;20.34;49.06;34.36
1984-06-01;8.17;28.74;234.62;5.19;9.07;201.6;43.6;4.5;3.11;12.8;6.25;31.8;7.15;174.71;14.65;25.97;13.22;3.9;3.55;2.8;5.67;6.33;8.33;14.0
1984-07-01;9.27;16.5;202.84;5.89;10.16;165.34;31.93;5.26;2.95;13.32;11.45;28.4;8.83;73.64;17.98;18.5;10.55;5.65;3.94;3.16;3.86;9.8;5.59;19.32
1984-08-01;41.08;31.29;211.64;22.79;36.47;252.55;83.11;28.78;6.26;76.77;27.53;82.96;55.1;225.8;59.9;37.72;40.03;41.35;15.45;5.2;24.6;19.68;19.96;7.83
1984-09-01;83.09;117.77;194.26;77.66;98.76;154.18;124.36;68.38;44.81;94.76;110.37;110.79;62.1;125.29;86.82;74.24;115.03;67.9;63.1;33.43;119.5;100.48;75.87;8.88
1984-10-01;64.98;187.72;181.8;74.95;68.01;132.11;88.17;83.52;151.07;52.43;82.19;55.7;76.4;86.26;65.61;159.75;201.75;100.58;147.79;83.09;210.0;83.92;162.12;15.65
1984-11-01;153.09;146.65;82.96;157.2;169.65;145.03;165.56;150.19;137.86;113.26;164.84;120.75;156.11;190.56;121.88;231.39;194.25;164.22;157.03;102.52;212.42;173.29;159.51;23.89
1984-12-01;295.53;243.86;103.02;279.52;319.42;159.17;266.52;281.06;197.99;213.65;307.74;247.81;253.78;180.35;219.97;239.72;256.8;245.59;203.22;163.92;262.9;348.26;217.63;18.75
1985-01-01;359.38;413.89;48.73;475.05;419.99;79.68;82.29;432.45;466.71;206.18;494.7;107.69;230.63;58.48;337.76;266.87;427.02;397.86;584.6;410.14;421.17;473.03;473.43;212.18
1985-02-01;153.77;286.84;180.56;115.97;192.16;233.45;184.4;135.08;164.85;172.68;159.37;167.44;165.49;249.46;266.75;210.85;259.23;154.63;162.62;81.0;231.6;150.63;247.49;114.31
