date;dona_francisca;emborcacao;ita;nova_avanhandava;nova_ponte;santa_cecilia;serra_da_mesa;teles_pires;tres_marias
2004-04-01;136.66;101.24;109.38;121.96;111.53;117.38;113.76;166.54;106.39
2004-05-01;138.09;17.47;148.32;90.19;22.83;63.9;16.41;45.88;32.09
2004-06-01;97.28;13.25;90.09;56.49;18.25;59.67;2.76;7.13;22.78
2004-07-01;89.21;13.6;110.49;62.29;17.75;63.18;3.06;14.88;28.62
2004-08-01;37.94;0.09;45.1;13.7;0.14;29.28;1.05;11.98;2.01
2004-09-01;110.57;4.3;116.45;56.49;6.04;50.41;13.07;67.74;16.3
2004-10-01;159.05;84.58;140.46;125.49;89.15;103.28;134.09;199.35;95.38
2004-11-01;196.43;146.7;141.1;175.01;154.95;138.49;173.09;248.76;180.12
2004-12-01;77.79;369.85;89.88;251.72;385.6;247.8;316.4;288.59;359.43
2005-01-01;87.38;273.57;142.38;294.03;299.57;274.96;277.97;340.57;303.22
2005-02-01;33.01;197.68;70.31;162.18;192.23;174.6;247.56;323.46;188.97
2005-03-01;87.39;253.69;100.84;168.67;262.67;173.69;325.48;291.89;217.55
2005-04-01;185.49;53.57;130.48;111.86;61.63;109.01;84.36;156.08;68.43
2005-05-01;239.87;32.78;158.42;97.16;41.26;101.61;32.7;51.07;48.32
2005-06-01;156.18;8.7;108.59;52.76;11.53;59.54;3.18;9.31;15.51
2005-07-01;49.42;6.73;69.73;46.38;9.53;53.45;1.09;3.27;19.85
2005-08-01;85.26;5.4;85.56;27.29;6.3;35.02;6.65;12.87;10.7
2005-09-01;149.17;56.6;168.46;128.45;68.95;120.39;49.15;88.77;66.86
2005-10-01;160.21;47.86;166.09;154.87;55.66;129.45;81.5;191.38;74.96
2005-11-01;75.32;330.15;69.53;140.69;340.76;124.17;259.71;237.38;299.69
2005-12-01;70.41;336.84;88.55;239.88;345.97;211.73;346.17;300.7;316.46
2006-01-01;104.71;117.28;130.74;197.74;137.66;192.46;157.95;310.53;170.64
2006-02-01;48.07;129.16;124.14;235.4;132.3;222.98;215.08;372.95;146.0
2006-03-01;131.31;271.03;140.02;189.39;275.37;184.12;289.31;285.34;240.63
2006-04-01;81.22;124.9;76.63;74.36;128.37;79.75;155.54;172.32;96.09
2006-05-01;56.19;22.31;61.45;58.85;26.34;66.07;31.39;48.98;28.16
2006-06-01;134.65;2.22;96.05;39.03;3.17;50.07;1.09;5.63;8.85
2006-07-01;44.87;6.63;52.7;37.45;9.62;43.32;1.08;10.88;17.19
2006-08-01;92.35;5.18;99.93;29.58;6.61;35.4;5.49;14.68;12.09
2006-09-01;102.62;55.47;126.69;106.25;68.73;96.7;54.21;76.84;65.19
2006-10-01;143.5;163.62;112.92;117.6;163.51;99.16;229.7;218.31;126.39
2006-11-01;181.35;274.46;141.67;176.83;284.12;156.72;248.68;230.43;278.12
2006-12-01;185.23;279.61;170.11;222.31;290.14;182.56;240.05;290.63;278.81
2007-01-01;116.0;247.2;163.4;288.79;284.73;232.31;228.09;317.18;308.1
2007-02-01;165.96;258.23;150.14;172.56;237.06;147.08;324.28;354.32;202.8
2007-03-01;195.72;41.58;145.78;120.14;49.87;131.16;107.67;271.43;85.22
2007-04-01;162.0;49.21;127.6;92.65;57.04;102.07;85.83;168.75;62.18
2007-05-01;135.09;9.12;114.81;68.17;12.53;58.75;12.45;46.32;23.62
2007-06-01;76.69;3.29;74.57;31.24;4.63;41.7;2.16;5.12;8.71
2007-07-01;69.42;11.73;104.17;83.8;16.54;64.31;2.86;10.77;26.69
2007-08-01;90.34;0.2;89.59;30.91;0.29;38.57;0.9;9.91;5.73
2007-09-01;107.06;4.49;108.16;49.24;6.04;63.04;18.2;66.3;14.39
2007-10-01;177.26;99.55;128.16;112.28;109.56;100.99;120.76;199.06;105.96
2007-11-01;182.56;156.76;166.04;164.78;161.15;125.64;210.56;267.96;169.84
2007-12-01;126.91;177.07;137.58;205.28;182.41;183.8;194.69;267.78;214.98
2008-01-01;70.91;234.04;116.07;321.75;264.69;272.71;269.12;375.76;283.97
2008-02-01;120.04;182.07;124.46;164.19;185.58;154.3;259.79;328.71;184.37
2008-03-01;40.11;198.06;87.41;182.88;195.44;157.63;258.01;293.18;189.16
2008-04-01;148.17;125.42;138.42;126.49;132.6;103.0;154.63;190.36;113.95
2008-05-01;109.17;11.62;98.92;72.32;15.11;63.93;17.44;50.21;22.73
2008-06-01;116.55;6.95;100.53;50.61;10.13;50.84;1.07;6.79;19.04
2008-07-01;96.8;0.86;87.77;23.49;1.11;33.06;0.98;2.13;8.61
2008-08-01;105.11;4.39;134.17;69.92;6.19;56.26;2.22;15.54;13.93
2008-09-01;100.67;40.36;126.16;75.46;49.0;88.9;37.92;75.68;46.71
2008-10-01;188.36;48.99;165.11;132.62;61.96;133.5;80.13;195.6;90.53
2008-11-01;53.33;179.04;75.92;154.13;185.73;140.86;192.85;238.71;206.76
2008-12-01;48.28;326.92;68.26;181.08;343.93;208.6;258.94;283.59;341.54
2009-01-01;103.69;197.2;157.5;264.18;216.72;204.44;201.73;288.06;234.08
2009-02-01;156.58;117.23;160.56;236.74;126.53;218.34;179.54;343.99;164.2
2009-03-01;57.69;142.03;90.98;152.9;150.79;174.25;179.82;317.25;159.53
2009-04-01;30.22;110.14;65.19;108.57;113.66;101.41;158.94;178.74;95.86
2009-05-01;157.98;22.67;117.22;63.84;26.4;66.42;43.02;60.05;26.17
2009-06-01;67.62;13.1;70.26;53.37;17.12;55.63;14.51;13.32;18.18
2009-07-01;93.17;17.53;125.28;124.32;24.46;92.86;2.31;6.61;41.18
2009-08-01;134.26;16.02;164.75;78.56;19.51;71.42;11.76;27.81;27.37
2009-09-01;205.04;57.4;228.97;152.08;71.97;123.72;46.8;88.97;69.76
2009-10-01;168.74;238.74;203.71;177.09;250.01;142.69;180.81;198.74;231.88
2009-11-01;388.66;159.7;222.92;187.25;175.66;164.24;206.73;219.22;196.12
2009-12-01;190.24;350.5;161.17;276.55;372.56;254.55;292.4;299.88;354.78
2010-01-01;141.65;126.72;153.91;314.16;154.95;278.42;175.24;365.74;210.31
2010-02-01;205.26;110.7;166.82;203.73;115.82;184.67;213.64;339.6;127.39
2010-03-01;108.94;193.8;146.03;192.26;205.83;190.69;218.03;286.67;219.51
2010-04-01;93.44;111.62;97.75;116.59;119.13;103.95;132.81;149.33;104.35
2010-05-01;150.97;22.46;99.83;80.36;28.81;98.43;14.88;46.52;37.45
2010-06-01;81.65;3.98;87.93;40.66;5.36;45.13;4.51;6.59;9.17
2010-07-01;188.46;9.28;135.99;41.14;12.1;47.65;2.59;4.82;19.0
2010-08-01;41.31;0.2;66.09;30.49;0.29;38.54;1.03;9.54;5.45
2010-09-01;137.01;44.32;135.41;91.44;53.76;97.08;44.02;80.69;50.79
2010-10-01;114.28;96.49;143.2;121.9;102.33;105.79;117.69;209.36;104.75
2010-11-01;48.9;243.43;65.46;150.59;247.39;144.83;236.46;239.04;247.55
2010-12-01;161.9;331.75;178.07;262.22;349.12;234.76;313.95;279.46;329.67
2011-01-01;79.3;215.78;115.16;275.86;244.06;239.56;249.89;346.23;260.57
2011-02-01;129.78;97.64;124.28;195.16;96.16;173.13;209.13;341.19;109.83
2011-03-01;58.62;293.46;85.78;164.22;302.72;148.9;297.04;312.51;268.81
2011-04-01;105.91;65.17;103.13;106.12;76.95;114.46;76.91;175.23;95.95
2011-05-01;57.78;7.0;34.72;52.83;8.82;63.39;9.64;41.46;15.46
2011-06-01;119.52;7.33;104.88;56.87;10.18;55.31;4.93;13.18;12.96
2011-07-01;125.24;2.79;133.29;45.69;3.58;45.4;1.12;2.4;11.09
2011-08-01;93.37;1.9;119.7;43.01;2.79;44.64;1.06;19.7;8.84
2011-09-01;62.62;1.81;64.79;52.53;2.56;57.07;11.89;76.59;9.47
2011-10-01;187.8;157.65;155.43;177.52;169.09;158.61;189.54;186.62;170.22
2011-11-01;76.03;189.44;66.59;145.3;197.67;115.37;212.88;245.86;210.84
2011-12-01;59.07;371.36;65.98;182.16;382.6;145.86;280.1;308.54;348.22
2012-01-01;49.98;257.37;110.65;273.01;293.74;242.77;282.29;320.33;289.81
2012-02-01;95.78;95.36;83.32;163.45;98.8;163.14;231.97;347.13;98.28
2012-03-01;80.38;109.8;96.22;146.61;116.88;138.02;176.21;262.86;117.67
2012-04-01;130.68;49.67;108.59;97.79;55.0;97.16;102.12;175.59;48.18
2012-05-01;47.64;23.81;47.63;60.82;28.82;58.4;29.35;96.81;26.95
2012-06-01;82.53;9.57;104.05;99.56;13.31;68.06;7.09;10.35;20.7
2012-07-01;55.25;16.27;66.77;65.09;23.1;77.34;1.63;4.18;39.01
2012-08-01;82.63;1.14;74.47;29.57;1.58;43.57;1.19;9.08;6.52
2012-09-01;69.38;27.33;85.11;68.73;35.37;74.84;30.84;78.32;42.9
2012-10-01;234.12;59.25;157.72;120.59;67.63;115.99;109.04;174.08;71.15
2012-11-01;59.4;320.75;60.17;137.4;306.16;117.68;294.62;231.75;286.44
2012-12-01;255.17;130.38;205.26;229.99;146.26;205.94;162.99;282.04;160.45
2013-01-01;107.32;276.49;130.59;228.44;298.13;195.52;280.09;323.12;287.75
2013-02-01;127.9;67.11;142.21;221.0;74.06;202.31;160.07;314.95;102.15
2013-03-01;143.86;153.3;148.86;186.01;169.69;191.93;194.17;297.75;188.94
2013-04-01;127.57;88.35;106.71;120.12;96.74;130.79;86.52;162.24;110.19
2013-05-01;149.19;21.51;106.96;82.87;27.33;82.88;25.56;45.48;31.14
2013-06-01;118.63;10.48;159.14;92.99;14.75;64.76;3.86;18.61;20.57
2013-07-01;94.0;22.65;86.0;53.77;32.18;69.66;1.76;6.23;50.03
2013-08-01;101.85;1.92;131.3;29.27;2.63;40.71;1.78;12.74;7.55
2013-09-01;104.65;45.88;126.35;98.16;58.77;101.3;32.06;78.11;59.44
2013-10-01;111.03;113.91;118.4;128.49;119.26;107.06;145.07;207.63;105.72
2013-11-01;188.85;218.69;127.38;152.52;219.91;136.97;259.3;247.13;205.18
2013-12-01;58.98;394.64;83.88;196.8;411.01;188.32;336.28;296.27;378.32
2014-01-01;143.7;80.71;144.69;195.22;94.41;150.68;154.66;323.42;128.25
2014-02-01;157.0;117.1;131.53;158.27;123.81;146.1;222.07;359.98;124.29
2014-03-01;210.13;142.73;182.36;176.37;149.2;165.34;225.88;308.67;141.27
2014-04-01;150.1;105.56;119.63;102.54;114.48;76.02;159.4;178.86;90.08
2014-05-01;175.32;10.7;118.55;75.7;13.87;77.68;14.93;55.54;21.85
2014-06-01;193.46;11.07;179.06;53.28;14.5;53.27;4.74;9.81;17.56
2014-07-01;197.48;12.24;166.71;50.79;16.01;49.83;5.14;13.16;24.62
2014-08-01;38.21;1.94;56.95;31.05;2.67;34.01;2.04;11.7;6.86
2014-09-01;249.48;14.38;218.35;94.17;17.75;91.52;30.24;85.92;21.11
2014-10-01;150.58;73.08;116.66;83.65;74.85;78.76;104.69;197.81;73.42
2014-11-01;126.63;189.32;107.66;160.36;189.57;144.32;224.87;246.83;191.17
2014-12-01;269.83;240.65;197.02;223.97;237.81;181.79;289.84;297.66;218.13
2015-01-01;207.4;115.98;179.75;222.99;140.42;183.15;153.28;307.98;169.22
2015-02-01;120.84;151.23;131.5;182.39;147.38;179.72;210.16;318.9;148.54
2015-03-01;87.16;166.38;108.23;176.85;175.36;182.56;229.18;282.35;169.69
2015-04-01;67.55;78.71;77.03;87.32;80.15;89.16;143.32;176.97;66.55
2015-05-01;201.79;32.32;127.62;82.4;39.22;81.56;34.92;59.3;37.93
2015-06-01;138.15;8.73;110.89;46.69;12.61;55.21;1.82;11.03;19.12
2015-07-01;151.75;6.78;201.49;86.98;9.37;61.09;1.61;6.97;17.97
2015-08-01;137.71;2.27;99.28;37.95;3.23;49.52;1.85;12.42;7.82
2015-09-01;110.53;46.52;145.86;121.46;60.38;102.85;35.47;79.21;62.47
2015-10-01;205.5;53.83;160.65;126.11;59.13;116.54;87.43;182.5;64.93
2015-11-01;200.57;211.55;171.88;201.86;218.16;161.85;255.24;247.93;207.18
2015-12-01;300.37;138.98;227.6;227.02;155.02;182.8;177.68;266.97;173.6
2016-01-01;119.8;425.19;154.7;261.3;435.13;203.71;397.83;322.32;389.68
2016-02-01;138.02;167.67;142.88;201.81;169.89;191.69;239.33;331.75;172.55
2016-03-01;179.34;105.11;185.61;165.92;112.73;169.24;167.74;289.48;119.08
2016-04-01;234.3;17.6;127.13;77.07;21.1;80.01;42.6;159.77;34.66
2016-05-01;118.63;17.13;111.8;100.73;22.13;79.3;18.49;40.75;26.61
2016-06-01;58.3;11.58;48.89;75.15;16.7;69.37;2.7;9.35;24.08
2016-07-01;88.29;6.29;84.59;39.84;8.43;52.41;1.7;2.24;16.12
2016-08-01;115.82;5.19;139.58;48.45;6.34;43.84;6.51;28.51;12.23
2016-09-01;48.72;30.55;73.43;62.79;37.26;64.08;39.68;78.38;36.84
2016-10-01;196.64;114.14;169.98;132.99;121.45;123.65;143.89;194.56;112.1
2016-11-01;127.53;206.0;99.21;157.3;217.53;157.15;208.57;242.4;238.46
2016-12-01;130.64;166.81;128.94;195.66;180.09;183.94;192.29;296.59;195.18
2017-01-01;117.69;126.45;134.78;236.63;145.16;233.86;188.23;323.17;175.44
2017-02-01;174.4;156.55;142.44;183.76;161.34;193.92;204.15;347.65;170.57
2017-03-01;165.63;118.95;157.21;157.98;122.45;155.88;175.17;283.37;129.6
2017-04-01;252.46;71.05;166.58;109.04;79.81;88.13;98.7;170.11;76.76
2017-05-01;267.9;38.68;173.61;99.46;48.69;81.31;29.46;63.11;52.19
2017-06-01;111.58;6.21;116.83;55.86;8.87;52.81;1.82;7.67;14.56
2017-07-01;24.7;10.14;29.91;30.11;11.66;39.55;1.74;2.54;17.66
2017-08-01;175.22;2.73;151.42;47.47;3.82;43.0;1.82;20.62;11.09
2017-09-01;119.98;13.52;99.29;61.73;17.7;79.44;17.44;71.64;23.0
2017-10-01;279.53;62.4;254.87;140.44;73.15;104.3;76.07;169.15;87.12
2017-11-01;148.84;191.9;150.31;164.04;195.93;130.91;239.35;242.53;193.29
2017-12-01;96.82;249.78;137.07;217.44;256.55;184.63;242.46;306.39;238.72
2018-01-01;188.28;204.81;210.56;241.16;240.32;195.43;207.43;320.34;243.85
2018-02-01;77.15;241.0;119.49;169.99;235.79;182.37;272.37;335.39;224.12
2018-03-01;147.61;120.83;167.86;183.36;131.26;183.18;160.37;300.83;153.31
2018-04-01;69.24;81.05;62.01;87.94;89.15;99.48;138.56;192.17;79.7
2018-05-01;155.43;16.4;72.39;55.2;20.23;54.43;16.64;57.87;24.5
2018-06-01;88.83;6.83;91.82;44.33;9.74;45.06;1.81;8.44;14.45
2018-07-01;79.13;3.07;69.15;32.24;4.23;42.27;1.12;3.28;13.16
2018-08-01;90.42;6.99;116.66;62.7;9.15;46.94;6.7;22.4;15.9
2018-09-01;166.25;30.62;163.23;79.21;39.92;61.06;26.58;80.97;43.02
2018-10-01;170.74;112.53;167.15;158.32;121.18;129.38;152.56;192.15;116.9
2018-11-01;204.08;164.84;138.34;142.01;171.5;128.56;205.12;258.97;182.12
2018-12-01;129.5;229.14;87.49;162.72;244.93;149.08;234.73;273.36;259.65
2019-01-01;211.37;126.37;122.94;201.75;135.63;178.5;177.2;298.35;172.57
2019-02-01;122.87;160.4;143.95;203.95;164.98;211.17;216.04;341.9;178.04
2019-03-01;145.59;148.52;166.86;179.55;154.68;185.98;188.15;303.62;159.96
2019-04-01;172.92;94.93;125.81;101.75;105.39;122.34;127.67;179.03;97.61
2019-05-01;280.4;29.7;174.77;73.03;36.85;65.17;34.69;47.3;35.84
2019-06-01;43.01;8.0;56.92;58.22;11.43;63.09;2.31;6.72;17.18
2019-07-01;140.04;6.61;114.89;43.93;8.56;48.21;1.85;3.28;17.09
2019-08-01;69.38;2.11;69.09;23.75;2.91;27.47;1.8;10.18;8.7
2019-09-01;35.1;31.34;63.87;71.83;40.09;84.47;25.6;70.94;42.17
2019-10-01;182.13;71.43;144.45;103.37;80.19;100.14;96.87;193.45;86.99
2019-11-01;152.61;170.09;121.42;157.22;187.79;148.58;193.96;243.73;187.87
2019-12-01;109.95;231.47;134.58;237.26;246.89;207.0;244.27;266.59;246.78
2020-01-01;138.01;370.6;151.36;229.44;404.71;222.22;306.95;301.43;376.61
2020-02-01;101.23;192.72;112.98;203.63;204.42;204.58;240.86;335.08;214.97
2020-03-01;46.79;171.78;68.76;153.01;168.71;179.63;193.45;266.8;170.32
2020-04-01;57.83;76.4;49.72;77.85;76.86;85.64;125.38;157.91;69.79
2020-05-01;151.57;23.47;94.55;63.62;27.51;79.36;23.28;57.67;29.14
2020-06-01;159.91;4.49;160.43;62.16;6.5;61.15;1.75;7.73;13.53
2020-07-01;82.61;1.5;85.83;30.79;2.01;35.89;1.64;3.82;8.98
2020-08-01;69.65;2.57;105.62;55.93;3.59;51.18;1.88;11.51;10.8
2020-09-01;67.03;11.65;73.32;54.45;14.15;61.84;24.95;66.88;22.39
2020-10-01;100.99;134.75;83.43;126.36;139.08;127.33;151.35;183.28;125.14
2020-11-01;121.62;170.01;91.46;128.47;167.62;120.17;212.42;225.53;177.52
2020-12-01;120.8;190.3;127.19;197.73;200.38;192.81;232.36;291.61;224.62
2021-01-01;219.48;209.93;231.61;235.34;232.68;231.85;245.72;312.78;244.47
2021-02-01;97.03;336.16;78.28;193.45;331.06;201.6;355.88;331.19;281.09
2021-03-01;115.76;97.81;121.98;174.43;100.09;176.01;196.48;300.38;110.32
