-54.451578784,-14.850206504
-54.491764649,-14.822219919
-54.560326908,-14.782627629
-54.572880561,-14.756554657
-54.555498579,-14.744001004
-54.487901986,-14.762348651
-54.458932018,-14.756554657
-54.448309696,-14.714065370
-54.369125115,-14.703443048
-54.320841834,-14.704408714
-54.286077872,-14.686061067
-54.314082175,-14.659988095
-54.339189481,-14.641640449
-54.298631525,-14.617498808
-54.226206603,-14.607842152
-54.180820319,-14.622327136
-54.155713013,-14.626189799
-54.107429732,-14.600116827
-54.088116420,-14.581769180
-54.061077782,-14.580803515
-54.037901808,-14.575975186
-54.019554161,-14.560524537
-54.017622830,-14.502584599
-53.964511221,-14.484236953
-53.900777290,-14.486168284
-53.865047662,-14.488099615
-53.842837353,-14.471683300
-53.840906021,-14.435953672
-53.842837353,-14.404086706
-53.852494009,-14.374151072
-53.888223637,-14.339387110
-53.991549858,-14.344215438
-54.013760167,-14.319108132
-54.036936142,-14.308485810
-54.053352458,-14.325867791
-54.089082085,-14.344215438
-54.100670073,-14.342284107
-54.129640041,-14.324902125
-54.196270969,-14.315245469
-54.211721619,-14.315245469
-54.216549947,-14.289172498
-54.206893291,-14.232198226
-54.191442641,-14.195502932
-54.187579979,-14.149150983
-54.194339638,-14.127906339
-54.208824622,-14.116318352
-54.221378275,-14.120181014
-54.248416913,-14.148185317
-54.268695891,-14.160738970
-54.286077872,-14.163635967
-54.330498490,-14.156876308
-54.336292484,-14.153013645
-54.348846137,-14.125975008
-54.346914806,-14.088314049
-54.348846137,-14.050653090
-54.365262453,-14.028442780
-54.382644434,-14.023614452
-54.402923412,-14.036168105
-54.415477065,-14.073829064
-54.405820409,-14.108593027
-54.408717405,-14.156876308
-54.417408396,-14.182949279
-54.422236724,-14.184880611
-54.441550036,-14.181983614
-54.471485671,-14.165567298
-54.511077961,-14.163635967
-54.549704586,-14.181017948
-54.578674554,-14.203228257
-54.610541520,-14.213850579
-54.657859135,-14.222541570
-54.688760435,-14.221575904
-54.703245419,-14.201296926
-54.705176750,-14.176189620
-54.684897772,-14.140459992
-54.660756132,-14.118249683
-54.639511488,-14.095073708
-54.625026504,-14.067069405
-54.621163842,-14.038099437
-54.618266845,-14.005266805
-54.617301179,-13.984022162
-54.635648826,-13.950223865
-54.650133810,-13.919322565
-54.700348422,-13.911597240
-54.752494366,-13.898077922
-54.775670341,-13.866210956
-54.796914984,-13.838206653
-54.826850618,-13.808271019
-54.840369937,-13.788957707
-54.850992259,-13.768678729
-54.852923590,-13.752262413
-54.891550215,-13.730052104
-54.907966530,-13.707841795
-54.920520184,-13.687562817
-54.927279843,-13.659558514
-54.939833496,-13.641210867
-54.949490152,-13.633485542
-54.963009471,-13.631554211
-55.003567427,-13.622863220
-55.026743402,-13.605481239
-55.077923679,-13.562026286
-55.135863617,-13.538850311
-55.164833585,-13.532090652
-55.177387238,-13.515674337
-55.188975226,-13.478013377
-55.187043894,-13.447112078
-55.205391541,-13.410416784
-55.206357207,-13.394966134
-55.198631882,-13.372755825
-55.199597547,-13.353442513
-55.221807857,-13.327369541
-55.239189838,-13.314815888
-55.254640488,-13.292605579
-55.275885131,-13.266532607
-55.279747794,-13.230802979
-55.287473119,-13.145824404
-55.274919466,-13.058914499
-55.295198444,-13.039601186
-55.309683428,-13.022219205
-55.328996740,-12.990352240
-55.342516059,-12.968141930
-55.337687731,-12.944000290
-55.338653397,-12.918892984
-55.352172715,-12.893785678
-55.378245687,-12.867712706
-55.402387328,-12.840674069
-55.421700640,-12.801081778
-55.420734974,-12.782734132
-55.411078318,-12.740244844
-55.392730671,-12.700652554
-55.372451693,-12.664922926
-55.351207050,-12.633055961
-55.332859403,-12.604085992
-55.321271416,-12.530695405
-55.336722065,-12.515244755
-55.352172715,-12.482412124
-55.348310053,-12.456339152
-55.328031075,-12.428334849
-55.302923769,-12.427369184
-55.283610456,-12.420609524
-55.270091138,-12.395502218
-55.269125472,-12.351081600
-55.270091138,-12.320180300
-55.276850797,-12.295072994
-55.289404450,-12.254515038
-55.310649094,-12.221682407
-55.324168412,-12.176296123
-55.322237081,-12.147326154
-55.361829372,-12.127047176
-55.398524665,-12.118356186
-55.418803643,-12.103871201
-55.431357296,-12.099042873
-55.432322962,-12.059450583
-55.421700640,-12.036274608
-55.425563302,-11.997647983
-55.427494634,-11.949364702
-55.437151290,-11.916532071
-55.433288627,-11.899150090
-55.412043984,-11.877905446
-55.372451693,-11.847004147
-55.357001043,-11.821896840
-55.350241384,-11.797755200
-55.349275718,-11.780373219
-55.347344387,-11.722433282
-55.336722065,-11.706016966
-55.297129775,-11.699257307
-55.281679125,-11.678012663
-55.276850797,-11.658699351
-55.260434482,-11.644214367
-55.220842191,-11.639386038
-55.191872223,-11.610416070
-55.191872223,-11.577583439
-55.188009560,-11.519643502
-55.180284235,-11.485845205
-55.160970923,-11.429836599
-55.129103957,-11.392175640
-55.122344298,-11.359343009
-55.132966620,-11.322647715
-55.152279932,-11.290780750
-55.129103957,-11.250222794
-55.103030986,-11.246360131
-55.042194052,-11.236703475
-55.030606064,-11.192282857
-54.997773433,-11.163312888
-54.964940802,-11.137239916
-54.949490152,-11.110201279
-54.952387149,-11.090887967
-54.923417180,-11.055158339
-54.894447212,-11.031016698
-54.881893559,-11.001081064
-54.865960076,-10.988044578
-54.837955773,-10.973559594
-54.816228297,-10.944589625
-54.810434303,-10.936864301
-54.801260480,-10.940726963
-54.730766889,-10.968731266
-54.682483608,-10.945072458
-54.681035110,-10.946520957
-54.648685312,-10.984664749
-54.590745375,-10.968731266
-54.583020050,-10.934450136
-54.566603734,-10.919482319
-54.532322605,-10.907894332
-54.515423456,-10.893892180
-54.479693828,-10.866853543
-54.461346182,-10.856714054
-54.451206693,-10.847540231
-54.410165904,-10.819535928
-54.346431973,-10.790083126
-54.317462004,-10.750973669
-54.284146540,-10.712347044
-54.240208755,-10.671306255
-54.204961960,-10.658269769
-54.169715165,-10.649095946
-54.123363215,-10.649578779
-54.048524129,-10.597915668
-54.041281637,-10.568462867
-54.010863170,-10.500383441
-54.011346003,-10.466585144
-54.006034842,-10.450168828
-53.979479038,-10.418784696
-53.986238697,-10.366638752
-53.987687195,-10.319803970
-53.991549858,-10.248344714
-54.024382489,-10.234342563
-54.124811713,-10.232894064
-54.145573524,-10.233859730
-54.165369669,-10.130050676
-54.185165815,-10.106874701
-54.208341789,-10.094321048
-54.258556402,-10.090458385
-54.271110055,-10.100115041
-54.305874017,-10.115565691
-54.301045689,-10.081767395
-54.272075720,-10.039278107
-54.207376124,-9.981338170
-54.183234483,-9.955265199
-54.190959808,-9.923398233
-54.308771014,-9.873183621
-54.318427670,-9.850973312
-54.357054295,-9.847110649
-54.387955595,-9.848076315
-54.418856894,-9.875114952
-54.441067204,-9.862561299
-54.496110144,-9.794964706
-54.508663797,-9.780479722
-54.522183116,-9.745715759
-54.575294725,-9.686810156
-54.611024353,-9.656874522
-54.633234662,-9.641423872
-54.636131659,-9.599900251
-54.633234662,-9.563204957
-54.630337665,-9.539063317
-54.630337665,-9.503333689
-54.686346271,-9.467604061
-54.692140265,-9.434771430
-54.707590915,-9.410629789
-54.733663886,-9.355586849
-54.762633855,-9.333376540
-54.771324845,-9.311166231
-54.741389211,-9.268676943
-54.715316239,-9.233912981
-54.677655280,-9.197217688
-54.670895621,-9.181767038
-54.753942864,-9.114170444
-54.778084505,-9.101616791
-54.806088808,-9.087131807
-54.850509426,-9.072646823
-54.921968682,-9.070715491
-54.988599610,-9.077475151
-55.083234840,-9.065887163
-55.128621124,-9.024363542
-55.131862408,-9.012370794
-55.138277781,-8.988633914
-55.198149049,-8.910414999
-55.225187686,-8.865028715
-55.230016014,-8.838955743
-55.246432330,-8.801294784
-55.270573971,-8.756874165
-55.266711308,-8.723075869
-55.187526727,-8.686380575
-55.172076077,-8.725007200
-55.145037440,-8.772324815
-55.068749856,-8.816745434
-55.077440847,-8.747217509
-55.131518121,-8.658376272
-55.174007409,-8.583054354
-55.188492393,-8.542496398
-55.213599699,-8.452689495
-55.201046046,-8.306873987
-55.202977377,-8.242174390
-55.205874374,-8.201616434
-55.191389390,-8.157195816
-55.122827131,-8.091530554
-55.151797099,-8.032624951
-55.151797099,-8.007517645
-55.111239143,-7.941852383
-55.076475181,-7.915779411
-55.034951559,-7.898397430
-54.991496607,-7.852045480
-54.978942954,-7.824041177
-54.988599610,-7.780586224
-55.027226234,-7.758375915
